Atom IX,BE [eV]
507,1.4953242170665888
509,0.35615006800012994
511,0.38086898585591356
513,1.1362096167488058
517,-0.11158729640286963
520,-0.7004046958272596
526,1.5407627353210813
528,-0.008074763136659557
530,0.1915659192663679
532,0.8335610054598996
536,-0.03155957818808941
539,-0.878571812536256
545,1.588863212682011
547,0.22047388145896218
549,0.47807142030386895
551,1.6352896093080505
583,1.723368802195524
585,0.13964016730362439
587,0.37893180522488223
589,1.427970934068203
593,0.2588972187424353
596,-0.1659994554509847
608,1.9277744380484791
621,1.9949662709633884
623,0.9088378284519041
625,0.9414183552839407
627,1.5326864699660314
631,0.9653992897436272
634,0.7545770169936556
659,0.983330656898968
661,-0.258175934255912
663,-0.10051557423956137
665,0.6650072506493117
669,-0.8386920746988378
678,1.7587511384682586
680,0.6549913477966474
682,0.7446453775953636
684,0.7943753346971274
688,0.13710330523360603
691,-0.40562297978298645
931,2.1886047758181015
954,0.9127406476200736
957,0.22756644098179102
963,1.3229510842738856
965,0.3234050500204404
967,0.31446483381710033
969,0.9613341972551357
973,-0.3891227363655393
976,-0.9973560114514237
1001,1.800818253863914
1003,0.6197121846158147
1005,0.8294475111685475
1007,0.946397852878087
1011,0.4000750781794511
1014,-0.1853426827007283
1077,1.36872469384489
1079,0.2153870047148727
1081,0.2440786635711667
1083,0.5396577602704831
1087,-0.30161393555348776
1090,-0.632150126518078
1138,0.21130940504713225
1140,0.40415350446752907
1229,1.8962026351508627
1231,0.7054337363095186
1233,0.8866543570164093
1235,1.6558463481387893
1239,1.0028306188878344
1242,0.9899863146214756
1419,2.1932805449697668
1421,0.711558586195501
1423,0.6893353980580961
1425,1.4260458600358752
1429,1.0667691273103206
1432,0.6823367143159125
1438,1.6439174942284467
1440,0.29883592729462827
1442,0.5062188554112959
1444,1.220304392262983
1448,-0.018083066110157253
1451,-0.9089043683355653
1482,0.34308694007763174
1514,2.0037961197685683
1516,0.650480889829306
1518,0.8090031103814896
1520,1.2664131267448129
1524,0.26817467991392496
1527,-0.05471263312807917
1533,1.3656060986617122
1535,-0.03458118879760819
1537,0.07633995827556006
1539,1.0101842399596923
1543,-0.36625499605760553
1546,-0.6794423828029625
1552,1.5754926043340816
1554,0.16314831191754475
1556,0.2283551670564783
1558,1.1857610263935108
1562,0.3776367675112217
1571,1.2556581469166475
1573,-0.13909854264562882
1575,0.1893888630747198
1577,0.6596372814258205
1581,-0.09234755101383468
1584,-0.47422074254113067
1685,1.197477378070618
1687,0.07934645014908714
1689,0.1345334679446919
1691,1.0461760199904155
1695,-0.4209946283263125
1698,-0.8876568534419196
1742,2.215930916590985
1744,0.6263614935646034
1746,0.7201794254545237
1748,1.2533828600812593
1752,0.3523836495570154
1755,-0.3981979691806323
1951,1.705691792353885
1953,0.25618330104137566
1955,0.36521899251124024
1957,0.8891580730384736
1961,0.597617632487458
1964,0.3515733218808599
1989,1.5082907596723363
1991,-0.000596550177750288
1993,0.15149308547672158
1995,0.9554844592023226
1999,0.02261368722204371
2002,-0.6352582934221047
2065,1.6238096648646083
2067,0.38605367380692535
2069,0.35071186067512494
2075,0.23460323557637341
2078,-0.5461779859445306
2113,-0.23702202978957643
2116,-0.6225478472876524
2293,1.5755244086715114
2295,0.27836890341800224
2299,0.9580815287016984
2303,-0.23931015220048774
2306,-0.4563111326694651
2331,1.0346872244954577
2333,0.31428772736197463
2335,0.11212985721194446
2337,0.4392492990641599
2420,-0.5883484469550551
2428,0.9143854730102072
2430,1.1458212222100903
2439,-0.2010376569334511
2569,0.5859499765381524
2572,0.10300499337055946
2635,1.4899535659256773
2637,0.2122019366166672
2639,0.11180357176992683
2641,1.0860768555898024
2645,-0.027749033511095395
2654,0.6163026507195972
2656,-0.5786034084433351
2658,-0.4976953027318256
2660,0.39712053111401957
2664,-0.5914939844209539
2667,-1.219145279585729
2768,1.4827984595743553
2770,0.4143318389998407
2772,0.4546182182827456
2774,0.7263739559014226
2778,-0.09453362544505206
2781,-0.03503414693700346
2812,0.9621971266013052
3015,2.211176503809499
3017,0.9373765083655541
3019,1.0950945458628532
3021,1.655952417969094
3025,0.40071440079522475
3028,-0.33066186607868797
3072,1.7622478927583123
3074,0.4332653614343145
3076,0.40751398045418474
3078,1.3269784237295612
3082,0.27743235350486517
3085,-0.4515264363025491
3114,-2.5939431867127993e-05
3116,0.4912589823573055
3133,0.3829517073107598
3135,0.7186329535108502
3186,1.4607710675426533
3188,0.2577765287766425
3190,0.43517615419488975
3192,1.0213475149502274
3196,-0.7874110032158378
3199,-1.288291203287626
3264,0.6973679184548967
3266,0.5314050504162876
3268,0.7318350856184965
3300,1.7590820712755162
3306,0.8384682557055827
3433,0.9366281729089871
3435,-0.3965505428981584
3437,-0.16930674400275736
3439,0.7488595436241479
3443,-0.3257842151362995
3446,-1.3027383625574345
3452,1.6511043320531291
3454,0.3420135610993378
3456,0.4095293203621906
3458,1.3534732413349797
3462,-0.01777117392260258
3465,-0.828439225682061
3503,-0.2196543864209639
3547,1.8129713464482684
3553,1.304189098783496
3557,0.2717525682707878
3560,-0.21506241343924426
3625,0.28032807347562705
3627,0.27224636841163385
3629,0.9465468319028032
3642,2.024072379359988
3644,0.5311695070647353
3646,0.8038646000526026
3648,1.4543760389896514
3652,0.18684890855528713
3655,-0.3322713549975367
3699,1.553817633155019
3701,0.6595580681648374
3703,0.3967291171095271
3705,0.6822648161507785
3709,0.10410460877988836
3712,-0.3401079306305137
3737,2.322621788976421
3739,1.0025114063728462
3741,0.9703863407513694
3743,1.3282869387240148
3747,0.7712031333733389
3750,0.2380619454956694
3927,1.6266490578678674
3929,0.29820759631954374
3931,0.2771025734714865
3933,0.6571880407047592
3937,0.014926319881234718
3940,-0.9379021202930176
3990,0.3354129930664387
4022,1.0888886347193214
4024,0.07428616980274216
4026,-0.13968994851930372
4028,0.4998928387355841
4032,-0.08683389102452496
4035,-0.7068164075259409
4041,1.7824332034426138
4043,0.6030853770810978
4045,0.654213697742797
4047,0.9608342224538786
4051,0.6496742750298086
4054,0.13515163047615797
4111,-0.05512072473442764
4140,0.14851914214110573
4155,2.576797576938001
4157,0.5572729338348981
4159,0.6835662989836736
4161,2.0447878627517513
4165,0.5571256392420225
4168,-0.5469535814963926
4180,1.35699627640831
