2.811613516749523569e+02,0.000000000000000000e+00
2.812186665814803064e+02,0.000000000000000000e+00
2.812759814880082558e+02,0.000000000000000000e+00
2.813332963945362053e+02,0.000000000000000000e+00
2.813906113010641548e+02,0.000000000000000000e+00
2.814479262075921042e+02,0.000000000000000000e+00
2.815052411141200537e+02,0.000000000000000000e+00
2.815625560206480600e+02,0.000000000000000000e+00
2.816198709271760094e+02,0.000000000000000000e+00
2.816771858337039589e+02,0.000000000000000000e+00
2.817345007402319084e+02,6.691628957263553122e-05
2.817918156467598578e+02,4.363490205067883172e-04
2.818491305532878073e+02,2.215963172596555151e-03
2.819064454598157567e+02,8.764304362785869593e-03
2.819637603663437062e+02,2.699595796729884617e-02
2.820210752728716557e+02,6.475993660472743885e-02
2.820783901793996051e+02,1.209874897653490378e-01
2.821357050859275546e+02,1.760357588847903665e-01
2.821930199924555041e+02,1.994746478647450028e-01
2.822503348989835104e+02,1.761026751743630103e-01
2.823076498055114598e+02,1.214238387858558310e-01
2.823649647120394093e+02,6.704281606689663220e-02
2.824222796185673587e+02,3.619661135059150381e-02
2.824795945250953082e+02,3.797622550268127395e-02
2.825369094316232577e+02,7.574020414010985969e-02
2.825942243381512071e+02,1.484197967531546702e-01
2.826515392446791566e+02,2.408626117790904353e-01
2.827088541512071060e+02,3.204621376300940128e-01
2.827661690577350555e+02,3.520715177695807330e-01
2.828234839642630050e+02,3.204621376300940128e-01
2.828807988707909544e+02,2.407956954895177915e-01
2.829381137773189607e+02,1.479834477326478770e-01
2.829954286838469102e+02,7.352424096751331017e-02
2.830527435903748597e+02,2.921192113989540262e-02
2.831100584969028091e+02,9.200653383292657639e-03
2.831673734034307586e+02,2.282879462169190750e-03
2.832246883099587080e+02,4.363490205067883172e-04
2.832820032164866575e+02,6.691628957263553122e-05
2.833393181230146070e+02,0.000000000000000000e+00
2.833966330295425564e+02,0.000000000000000000e+00
2.834539479360705059e+02,0.000000000000000000e+00
2.835112628425984553e+02,0.000000000000000000e+00
2.835685777491264048e+02,0.000000000000000000e+00
2.836258926556543543e+02,0.000000000000000000e+00
2.836832075621823606e+02,0.000000000000000000e+00
2.837405224687103100e+02,0.000000000000000000e+00
2.837978373752382595e+02,0.000000000000000000e+00
2.838551522817662089e+02,0.000000000000000000e+00
2.839124671882941584e+02,0.000000000000000000e+00
2.839697820948221079e+02,0.000000000000000000e+00
2.840270970013500573e+02,0.000000000000000000e+00
2.840844119078780068e+02,6.691628957263553122e-05
2.841417268144059562e+02,4.363490205067883172e-04
2.841990417209339057e+02,2.215963172596555151e-03
2.842563566274618552e+02,8.764304362785869593e-03
2.843136715339898046e+02,2.699595796729884617e-02
2.843709864405178109e+02,6.475993660472743885e-02
2.844283013470457604e+02,1.209874897653490378e-01
2.844856162535737099e+02,1.761026751743630103e-01
2.845429311601016593e+02,1.999109968852517960e-01
2.846002460666296088e+02,1.783186383469595460e-01
2.846575609731575582e+02,1.301881431486416885e-01
2.847148758796855077e+02,9.397185774462284147e-02
2.847721907862134572e+02,1.005201989348121494e-01
2.848295056927414066e+02,1.567477520954337622e-01
2.848868205992693561e+02,2.430116586621143548e-01
2.849441355057973055e+02,3.208984866506008338e-01
2.850014504123252550e+02,3.521384340591533491e-01
2.850587653188532045e+02,3.204621376300940128e-01
2.851160802253812108e+02,2.407956954895177915e-01
2.851733951319091602e+02,1.479834477326478770e-01
2.852307100384371097e+02,7.359115725708594014e-02
2.852880249449650591e+02,2.964827016040218893e-02
2.853453398514930086e+02,1.141661655588921409e-02
2.854026547580209581e+02,1.111410011452769638e-02
2.854599696645489075e+02,2.786865600831242226e-02
2.855172845710768570e+02,6.704281606689663220e-02
2.855745994776048065e+02,1.297517941281348952e-01
2.856319143841327559e+02,2.030317168520892057e-01
2.856892292906607054e+02,2.642345844694724555e-01
2.857465441971886548e+02,2.970232486501394042e-01
2.858038591037166611e+02,2.970232486501394042e-01
2.858611740102446106e+02,2.642345844694724555e-01
2.859184889167725601e+02,2.030317168520892057e-01
2.859758038233005095e+02,1.297517941281348952e-01
2.860331187298284590e+02,6.697589977732398836e-02
2.860904336363564084e+02,2.743230698780563595e-02
2.861477485428843579e+02,8.831220652358504758e-03
2.862050634494123074e+02,2.215963172596555151e-03
2.862623783559402568e+02,4.363490205067883172e-04
2.863196932624682063e+02,6.691628957263553122e-05
2.863770081689961557e+02,0.000000000000000000e+00
2.864343230755241052e+02,0.000000000000000000e+00
2.864916379820521115e+02,0.000000000000000000e+00
2.865489528885800610e+02,0.000000000000000000e+00
2.866062677951080104e+02,0.000000000000000000e+00
2.866635827016359599e+02,0.000000000000000000e+00
2.867208976081639094e+02,0.000000000000000000e+00
2.867782125146918588e+02,0.000000000000000000e+00
2.868355274212198083e+02,0.000000000000000000e+00
